State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
North Carolina,2015,11,1,38.7,2.83,-2.61
South Carolina,2015,11,3,44.2,2.05,-0.72
Georgia,2015,11,2,46.3,2.65,-1.01
Alabama,2015,11,1,45.3,4.42,0.3
Florida,2015,11,1,57.3,1.85,-2.26
California,2015,12,1,45.3,4.64,-3.92
Oregon,2015,12,1,35,2.43,-2.94
Washington,2015,12,1,33.1,1.98,-2.19
Montana,2015,12,1,25.1,0.74,0.59
Idaho,2015,12,1,27.6,1.46,-2.17
North Dakota,2015,12,1,11.4,1.04,3.95
Nevada,2015,12,2,35.3,1.14,-3.14
Arizona,2015,12,4,46.6,1.02,-0.7
Utah,2015,12,1,33.1,0.98,-1.3
South Dakota,2015,12,1,23.5,1,4.67
Wyoming,2015,12,1,26.8,0.64,-0.58
Minnesota,2015,12,3,15,1.04,2.54
Colorado,2015,12,2,32.2,0.78,-0.61
New Mexico,2015,12,1,41.8,0.19,-1.7
Texas,2015,12,3,55.5,0.62,-4.17
Oklahoma,2015,12,3,47.3,1.16,-1.58
Kansas,2015,12,1,39.7,0.51,3.16
Nebraska,2015,12,1,31.8,0.71,4.77
Iowa,2015,12,1,26.7,0.79,4.04
Missouri,2015,12,1,38.4,1.89,2.76
Arkansas,2015,12,1,47.3,2.71,0.32
Louisiana,2015,12,2,55.6,2.17,-1.77
Mississippi,2015,12,3,50.6,3.32,-0.49
Tennessee,2015,12,1,42.3,2.66,-1.91
Kentucky,2015,12,1,38.9,2.47,-1.56
Illinois,2015,12,3,32.5,2.43,3.6
Wisconsin,2015,12,1,20.4,1.1,-0.67
Michigan,2015,12,1,22.9,2.4,2.71
Indiana,2015,12,1,32.2,2.8,1.69
Ohio,2015,12,1,31.4,2.03,0.28
Pennsylvania,2015,12,2,29.6,1.3,-0.74
New York,2015,12,1,24.7,1.68,1.28
Maine,2015,12,1,18.9,2.65,3.26
New Hampshire,2015,12,1,21.7,2.37,3.43
Vermont,2015,12,1,20.6,2.28,3.14
Massachusetts,2015,12,1,28.6,1.79,1.75
Connecticut,2015,12,1,30.2,1.48,0.31
Rhode Island,2015,12,1,32,1.96,0.73
New Jersey,2015,12,1,35.1,0.66,-1.23
Delaware,2015,12,1,38.5,0.44,-2.57
Maryland,2015,12,2,37.2,0.51,-1.83
West Virginia,2015,12,1,34,1.48,-0.77
Virginia,2015,12,4,38.9,0.94,-2.61
North Carolina,2015,12,1,42.8,1.68,-3.19
South Carolina,2015,12,2,46.8,2,-1.62
Georgia,2015,12,2,47.7,2.29,-2.21
Alabama,2015,12,1,48.2,3.85,-0.38
Florida,2015,12,1,57.3,1.32,-2.79
